IdPuntoRecarga|Operador|Direccion|CodPostal|Provincia|Municipio|Localizacion|CoordenadaXDec|CoordenadaYDec|PotenciaMaxima
ES*REP*E2878*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Clavellina, 2 (Fuerteventura)|35660|Canarias|Oliva, La|EN LA CALLE|-13.862628|28.728531|50.00
ES*REP*E9567*1|REPSOL SOLUCIONES ENERGÉTICAS SA|San Martín , 5|48550|País Vasco|Muskiz|APARCAMIENTO EN SUPERFICIE|-3.109918|43.324017|7.36
ES*REP*E2921*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Ctra. Bi-3715, Km 10|48160|País Vasco|Derio|APARCAMIENTO EN SUPERFICIE|-2.876905|43.31854|50.00
ES*REP*E2923*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Ctra. N-120 (Logroño-Vigo), Km 106|9199|Castilla y León|Cardeñajimeno|APARCAMIENTO EN SUPERFICIE|-3.612233|42.341296|50.00
ES*REP*E2922*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Pozuetakogaina 19|20305|País Vasco|Irun|APARCAMIENTO EN SUPERFICIE|-1.81733|43.333754|50.00
ES*REP*E3125*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Nizeto Urkizu Kalea 4|48230|País Vasco|Elorrio|EN LA CALLE|-2.541078|43.130332|22.17
ES*REP*E3158*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Av. De Iparralde 43|20302|País Vasco|Irun|GARAJE SUBTERRÁNEO|-1.787399|43.347463|7.36
ES*REP*E4678*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Ctra. B-211 (Ctra. Sitges) Km 40,8|8810|Cataluña|Sant Pere de Ribes|APARCAMIENTO EN SUPERFICIE|1.779143|41.255961|43.65
ES*REP*E11916*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Astondo Bidea, Edificio 700|48160|País Vasco|Derio|APARCAMIENTO EN SUPERFICIE|-2.870662|43.296523|22.17
ES*REP*E13468*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Leonardo Da Vinci Kalea, 11|1510|País Vasco|Legutio|APARCAMIENTO EN SUPERFICIE|-2.66621|42.909347|7.36
ES*REP*E9738*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Príncipe De Vergara, 187|28002|Madrid, Comunidad de|Madrid|DESCONOCIDO|-3.678708|40.447705|7.36
ES*REP*E11955*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Laida Bidea,413
Parque Tecnologico|48170|País Vasco|Zamudio|APARCAMIENTO EN SUPERFICIE|-2.863398|43.300552|7.36
ES*REP*E3182*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Arzobispo Romero De Lema|15100|Galicia|Carballo|EN LA CALLE|-8.690937|43.215013|7.36
ES*REP*E3279*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Paseo Del Club Deportivo. 1-10. Edificio 10|28223|Madrid, Comunidad de|Pozuelo de Alarcón|GARAJE SUBTERRÁNEO|-3.799009|40.417467|7.36
ES*REP*E3307*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Suero De Quiñones, 42|28002|Madrid, Comunidad de|Madrid|DESCONOCIDO|-3.677504|40.44755|7.36
ES*REP*E12351*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Av. De Cuba, S/N|41927|Andalucía|Mairena del Aljarafe|APARCAMIENTO EN SUPERFICIE|-6.047491|37.352164|43.65
ES*REP*E3700*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Isaac Newton 2|28760|Madrid, Comunidad de|Tres Cantos|APARCAMIENTO EN SUPERFICIE|-3.709418|40.594172|43.65
ES*REP*E3410*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Areta 2|1400|País Vasco|Laudio/Llodio|APARCAMIENTO EN SUPERFICIE|-2.950932|43.148525|50.00
ES*REP*E3427*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Bermingham, 23|20001|País Vasco|Donostia/San Sebastián|EN LA CALLE|-1.971778|43.323917|7.36
ES*REP*E3425*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Hernani, 21|20004|País Vasco|Donostia/San Sebastián|EN LA CALLE|-1.983945|43.320203|7.36
ES*REP*E3429*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Elías Salaberría|20018|País Vasco|Donostia/San Sebastián|EN LA CALLE|-2.009245|43.309012|7.36
ES*REP*E10973*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Bilbao Errepidea, 61|1423|País Vasco|Valdegovía/Gaubea|EN LA CALLE|-3.04766|42.809885|7.36
ES*REP*E3537*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Cr N-1 P.K. 350,50|1196|País Vasco|Vitoria-Gasteiz|APARCAMIENTO EN SUPERFICIE|-2.714111|42.878495|350.00
ES*REP*E3563*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Puerto Cádiz
En Estación Movele
Dársena Comercial Alfonso Xii (Aparcamiento Alfonso Xiii)|11006|Andalucía|Cádiz|EN LA CALLE|-6.292706|36.533595|22.17
ES*REP*E3620*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Aitzol Parkea, 2|20011|País Vasco|Donostia/San Sebastián|GARAJE SUBTERRÁNEO|-1.976835|43.306712|22.17
ES*REP*E4647*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Rufino Ruiz Ceballos 11
Maliaño|39600|Cantabria|Camargo|EN LA CALLE|-3.843528|43.422722|22.17
ES*REP*E3862*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Rambla Belén S/N|4008|Andalucía|Almería|APARCAMIENTO EN SUPERFICIE|-2.468273|36.852744|43.65
ES*REP*E3885*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Ctra. Asua-Loiu, 57
(Cl, Bi-3704, 57)|48950|País Vasco|Erandio|APARCAMIENTO EN SUPERFICIE|-2.944799|43.307374|43.65
ES*REP*E3902*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Calle Real De Arganda, 74|28031|Madrid, Comunidad de|Madrid|APARCAMIENTO EN SUPERFICIE|-3.604325|40.376048|50.00
ES*REP*E3903*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Avda. De La Peseta, 6|28054|Madrid, Comunidad de|Madrid|APARCAMIENTO EN SUPERFICIE|-3.765412|40.368038|50.00
ES*REP*E3408*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Ptda. Madrigueres Sud 8|3700|Comunitat Valenciana|Dénia|APARCAMIENTO EN SUPERFICIE|0.092768|38.83793|7.36
ES*REP*E4004*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Parque Tecnológico De Zamudio, Edif. 300|48170|País Vasco|Zamudio|GARAJE SUBTERRÁNEO|-2.856165|43.292067|7.36
ES*REP*E4000*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Parke Tecnológico De Bizkaia, Edificio 902|48160|País Vasco|Derio|GARAJE SUBTERRÁNEO|-2.869915|43.301069|7.36
ES*REP*E4034*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Calle De Francisca Delgado, 9|28108|Madrid, Comunidad de|Alcobendas|GARAJE SUBTERRÁNEO|-3.630152|40.533594|7.36
ES*REP*E4110*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Cr A-5 P.K. 9,00 I (Paseo Extremadura 543)|28024|Madrid, Comunidad de|Madrid|APARCAMIENTO EN SUPERFICIE|-3.790842|40.378695|50.00
ES*REP*E4031*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Ctra Torrejón-Ajalvir, M-108, Km 4|28864|Madrid, Comunidad de|Ajalvir|APARCAMIENTO EN SUPERFICIE|-3.479282|40.497461|7.36
ES*REP*E4111*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Av. De La Victoria, 34|28023|Madrid, Comunidad de|Madrid|APARCAMIENTO EN SUPERFICIE|-3.819865|40.469027|50.00
ES*REP*E4095*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Au A-8 P.K. 131,00 D|48500|País Vasco|Abanto y Ciérvana-Abanto Zierbena|APARCAMIENTO EN SUPERFICIE|-3.068215|43.328471|100.00
ES*REP*E4122*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Amillaga, 17|20570|País Vasco|Bergara|APARCAMIENTO EN SUPERFICIE|-2.423945|43.125849|43.65
ES*REP*E4145*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Avenida De Los Castros Sn|39005|Cantabria|Santander|EN LA CALLE|-3.799139|43.471528|7.36
ES*REP*E4146*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Isabel Torres Sn|39011|Cantabria|Santander|EN LA CALLE|-3.871444|43.453694|7.36
ES*REP*E4147*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/Cardenal Cisneros 2|39001|Cantabria|Santander|EN LA CALLE|-3.810778|43.463167|7.36
ES*REP*E4151*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Bº San Juan, 10|48550|País Vasco|Muskiz|APARCAMIENTO EN SUPERFICIE|-3.123565|43.322125|22.17
ES*REP*E4155*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Avda. Manuel García Lago 3|39005|Cantabria|Santander|EN LA CALLE|-3.788972|43.478556|22.17
ES*REP*E4156*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Calderón De La Barca 18|39002|Cantabria|Santander|EN LA CALLE|-3.808639|43.459361|7.36
ES*REP*E4191*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Av. Universitat, S/N, Pol. Ind. Rabasa|3009|Comunitat Valenciana|Alicante/Alacant|APARCAMIENTO EN SUPERFICIE|-0.509315|38.376289|43.65
ES*REP*E11849*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Benta Aldea, 7.|20810|País Vasco|Orio|APARCAMIENTO EN SUPERFICIE|-2.092501|43.293632|7.36
ES*REP*E4316*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Aita Orkolaga, 161.|20008|País Vasco|Donostia/San Sebastián|APARCAMIENTO EN SUPERFICIE|-2.069368|43.29887|22.17
ES*REP*E4415*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Cr Cv-8500 P.K. 3,60 I|3293|Comunitat Valenciana|Elche/Elx|APARCAMIENTO EN SUPERFICIE|-0.698257|38.250812|43.65
ES*REP*E4222*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ La Naval, Nº 4|48910|País Vasco|Sestao|GARAJE SUBTERRÁNEO|-2.989049|43.308435|7.36
ES*REP*E4362*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Torrebarribide S/N|48610|País Vasco|Urduliz|EN LA CALLE|-2.959841|43.375861|7.36
ES*REP*E4303*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Agustín De Betancourt S/N.
Centro De Tecnología Repsol|28935|Madrid, Comunidad de|Móstoles|APARCAMIENTO EN SUPERFICIE|-3.886013|40.33755|7.36
ES*REP*E4376*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Valle De Escombreras S/N|30350|Murcia, Región de|Cartagena|APARCAMIENTO EN SUPERFICIE|-0.921393|37.576638|7.36
ES*REP*E4416*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Archiduque Carlos 70|46014|Comunitat Valenciana|Valencia|APARCAMIENTO EN SUPERFICIE|-0.400144|39.46081|43.65
ES*REP*E4417*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Au A-3 P.K. 266,10 D
Gasolinera|46315|Comunitat Valenciana|Caudete de las Fuentes|APARCAMIENTO EN SUPERFICIE|-1.312051|39.539361|43.65
ES*REP*E4432*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Cr Cv-905  P.K. 10,10 D
E.S. - Ozone|3181|Comunitat Valenciana|Torrevieja|APARCAMIENTO EN SUPERFICIE|-0.687151|37.98816|43.65
ES*REP*E4437*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Avenida Valencia, 44|3700|Comunitat Valenciana|Dénia|APARCAMIENTO EN SUPERFICIE|0.097714|38.839325|43.65
ES*REP*E13283*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Maestro Rodrigo S.N.
Gasolinera|46015|Comunitat Valenciana|Valencia|APARCAMIENTO EN SUPERFICIE|-0.404345|39.487791|43.65
ES*REP*E4507*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Carretera Madrid - Irún, Km 244,8|9007|Castilla y León|Burgos|APARCAMIENTO EN SUPERFICIE|-3.632955|42.362695|7.36
ES*REP*E4496*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Cr A-5, 369,8|6498|Extremadura|Lobón|APARCAMIENTO EN SUPERFICIE|-6.646957|38.839523|43.65
ES*REP*E4526*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Barrio Garaioltza, 147
Athletic Club, Campos De Entrenamiento En Lezama (Jugadores)|48196|País Vasco|Lezama|GARAJE SUBTERRÁNEO|-2.838639|43.27937|7.36
ES*REP*E4551*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Ctra. N-I, Km. 432,5|20400|País Vasco|Tolosa|APARCAMIENTO EN SUPERFICIE|-2.093085|43.116218|43.65
ES*REP*E4530*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Barrio Garaioltza, 147 Athletic Club, Campos De Entrenamiento En Lezama. Parking Público Campo 8|48196|País Vasco|Lezama|GARAJE SUBTERRÁNEO|-2.83823|43.276279|22.17
ES*REP*E4624*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Cecilio Metelo S/N, (Esq. Puig Mari)|7460|Balears, Illes|Pollença|APARCAMIENTO EN SUPERFICIE|3.01598|39.873906|43.65
ES*REP*E4625*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Ciutat S/N|7570|Balears, Illes|Artà|APARCAMIENTO EN SUPERFICIE|3.346907|39.689829|43.65
ES*REP*E4638*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Cr N-521 P.K. 45,00 M.I.|10003|Extremadura|Cáceres|APARCAMIENTO EN SUPERFICIE|-6.362858|39.481743|43.65
ES*REP*E13323*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Cr  Me-1  P.K. 1,50 D|7714|Balears, Illes|Maó-Mahón|APARCAMIENTO EN SUPERFICIE|4.248841|39.891221|43.65
ES*REP*E4639*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Mateo Inurria, 4|28036|Madrid, Comunidad de|Madrid|APARCAMIENTO EN SUPERFICIE|-3.685611|40.46662|50.00
ES*REP*E4640*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Ofelia Nieto, 64 
Esquina Con C/ Villaamil 74|28039|Madrid, Comunidad de|Madrid|APARCAMIENTO EN SUPERFICIE|-3.70846|40.461381|50.00
ES*REP*E4644*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Cr N-2, P.K. 12,60 M.D.|28022|Madrid, Comunidad de|Madrid|APARCAMIENTO EN SUPERFICIE|-3.565438|40.449254|50.00
ES*REP*E4676*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Riera Del Fonollar, 38|8830|Cataluña|Sant Boi de Llobregat|APARCAMIENTO EN SUPERFICIE|2.038678|41.326203|43.65
ES*REP*E4537*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Rafael Moreno Pitxitxi S/N,|48013|País Vasco|Bilbao|GARAJE SUBTERRÁNEO|-2.948845|43.264322|7.36
ES*REP*E4645*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Barrio Garaioltza 147
(Edif Trabajadores)|48196|País Vasco|Lezama|GARAJE SUBTERRÁNEO|-2.838324|43.276391|7.36
ES*REP*E4713*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Av. Alcalde Alfonso Molina, 586,|15008|Galicia|Coruña, A|APARCAMIENTO EN SUPERFICIE|-8.402651|43.333532|43.65
ES*REP*E4765*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Ctra.N-V, Pk.179|10300|Extremadura|Navalmoral de la Mata|APARCAMIENTO EN SUPERFICIE|-5.524659|39.89113|43.65
ES*REP*E4685*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Cr N-4  P.K. 544 Md|41012|Andalucía|Sevilla|APARCAMIENTO EN SUPERFICIE|-5.977387|37.350543|43.65
ES*REP*E4766*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Crta. Valladolid / P.G. Los Villares, 2|37184|Castilla y León|Villares de la Reina|APARCAMIENTO EN SUPERFICIE|-5.645836|40.988368|43.65
ES*REP*E4762*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Cl Vrg. 1.1. Padron, Riveira, 34|15948|Galicia|Pobra do Caramiñal, A|APARCAMIENTO EN SUPERFICIE|-8.963855|42.607739|43.65
ES*REP*E4814*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Au A-15 P.K. 14,00 D|31514|Navarra, Comunidad Foral de|Valtierra|APARCAMIENTO EN SUPERFICIE|-1.675074|42.200316|43.65
ES*REP*E4815*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Av Del Euro, S.N.|47009|Castilla y León|Valladolid|APARCAMIENTO EN SUPERFICIE|-4.718901|41.674446|43.65
ES*REP*E4847*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Plaza Del Comercio, S/N|28189|Madrid, Comunidad de|Torremocha de Jarama|EN LA CALLE|-3.496826|40.836433|22.17
ES*REP*E4854*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Ctra. C-550, Km. 46,4|36391|Galicia|Nigrán|APARCAMIENTO EN SUPERFICIE|-8.801796|42.162124|43.65
ES*REP*E4948*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Av. Martínez Velasco, 53|22004|Aragón|Huesca|APARCAMIENTO EN SUPERFICIE|-0.41966|42.131215|43.65
ES*REP*E4865*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Calle Del Sol, S/N,
(Villaverde De Pontones)|39793|Cantabria|Ribamontán al Monte|APARCAMIENTO EN SUPERFICIE|-3.699002|43.412408|22.17
ES*REP*E5024*1|REPSOL SOLUCIONES ENERGÉTICAS SA|P.I. Zuhatzu 6, Parking|20018|País Vasco|Donostia/San Sebastián|GARAJE SUBTERRÁNEO|-2.009167|43.29666|7.36
ES*REP*E5035*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ Arturo Soria, 175|28043|Madrid, Comunidad de|Madrid|APARCAMIENTO EN SUPERFICIE|-3.658406|40.457468|50.00
ES*REP*E5039*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Cr N-340   P.K. 1173,00 D|43008|Cataluña|Altafulla|APARCAMIENTO EN SUPERFICIE|1.365343|41.140032|43.65
ES*REP*E5063*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Cr N-4 - P.K. 216,90 I|13730|Castilla - La Mancha|Santa Cruz de Mudela|APARCAMIENTO EN SUPERFICIE|-3.471416|38.636107|22.00
ES*REP*E4816*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Calle José María Suárez González, Sn|24007|Castilla y León|León|APARCAMIENTO EN SUPERFICIE|-5.557438|42.602232|43.65
ES*REP*E5072*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Au  Ap-2     P.K. 8,50 D|8750|Cataluña|Molins de Rei|APARCAMIENTO EN SUPERFICIE|2.025168|41.39367|43.65
ES*REP*E5225*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Au Ap-1 P.K. 12,00 I,|9290|Castilla y León|Quintanapalla|APARCAMIENTO EN SUPERFICIE|-3.54957|42.404913|43.65
ES*REP*E5246*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Av. Virgen De Europa, S.N|11202|Andalucía|Algeciras|APARCAMIENTO EN SUPERFICIE|-5.451953|36.133446|43.65
ES*REP*E5249*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Av. Novelda, 179|3009|Comunitat Valenciana|Alicante/Alacant|APARCAMIENTO EN SUPERFICIE|-0.497515|38.370258|43.65
ES*REP*E5248*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Av. De Burgos, 33|47009|Castilla y León|Valladolid|APARCAMIENTO EN SUPERFICIE|-4.728412|41.667872|43.65
ES*REP*E5266*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Cl Paseo Arco De Ladrillo, 65|47013|Castilla y León|Valladolid|APARCAMIENTO EN SUPERFICIE|-4.727401|41.62987|43.65
ES*REP*E5279*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Cr N-234 P.K. 256,40 D|50300|Aragón|Calatayud|APARCAMIENTO EN SUPERFICIE|-1.642669|41.335578|43.65
ES*REP*E5283*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Autovía Mudéjar, 341
Cr A-23, 341,5 I|22270|Aragón|Almudévar|APARCAMIENTO EN SUPERFICIE|-0.575526|42.036149|43.65
ES*REP*E5303*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Cr N-4, 537,6|41007|Andalucía|Sevilla|APARCAMIENTO EN SUPERFICIE|-5.956113|37.405263|43.65
ES*REP*E5285*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Cr M-300 (Pg.Matillas-Parc.A1), P.K|28802|Madrid, Comunidad de|Alcalá de Henares|APARCAMIENTO EN SUPERFICIE|-3.39316|40.47615|43.65
ES*REP*E5305*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Cr N-211 P.K. 212,00 I|44550|Aragón|Alcorisa|APARCAMIENTO EN SUPERFICIE|-0.371891|40.897229|43.65
ES*REP*E5339*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Ctra. Salamanca, 34,|47195|Castilla y León|Arroyo de la Encomienda|APARCAMIENTO EN SUPERFICIE|-4.773732|41.622745|43.65
ES*REP*E5309*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Av. De Alfonso Xiii, 130|28016|Madrid, Comunidad de|Madrid|APARCAMIENTO EN SUPERFICIE|-3.667398|40.458929|50.00
ES*REP*E5341*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Avda Burgos Nº100|47009|Castilla y León|Valladolid|APARCAMIENTO EN SUPERFICIE|-4.724259|41.67259|43.65
ES*REP*E5342*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Cr M-114 P.K. 0,800 D
(Cr M-132 A 0,2)|28864|Madrid, Comunidad de|Ajalvir|APARCAMIENTO EN SUPERFICIE|-3.481604|40.52682|43.65
ES*REP*E5345*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C. Bedmar, 72|23009|Andalucía|Jaén|APARCAMIENTO EN SUPERFICIE|-3.791362|37.792956|43.65
ES*REP*E5348*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Cr M-300, 30.3|28802|Madrid, Comunidad de|Alcalá de Henares|APARCAMIENTO EN SUPERFICIE|-3.413169|40.471242|43.65
ES*REP*E5352*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Av. De Alcalá, 14|19200|Castilla - La Mancha|Azuqueca de Henares|APARCAMIENTO EN SUPERFICIE|-3.277337|40.556252|43.65
ES*REP*E5356*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Ctra Malaga Km 142|18015|Andalucía|Granada|APARCAMIENTO EN SUPERFICIE|-3.636363|37.190731|43.65
ES*REP*E5357*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Av. Juan Carlos I, S/N|28806|Madrid, Comunidad de|Alcalá de Henares|APARCAMIENTO EN SUPERFICIE|-3.400273|40.481508|43.65
ES*REP*E5440*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Cr A-4 P.K. 6,70 Izq|28041|Madrid, Comunidad de|Madrid|APARCAMIENTO EN SUPERFICIE|-3.693852|40.367064|43.65
ES*REP*E5399*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Cr A-I P.K. 49,00 D|28729|Madrid, Comunidad de|Venturada|APARCAMIENTO EN SUPERFICIE|-3.613601|40.78568|100.00
ES*REP*E5453*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Avda. Juan De Borbón, S/N|30110|Murcia, Región de|Murcia|APARCAMIENTO EN SUPERFICIE|-1.137173|38.018279|43.65
ES*REP*E5451*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C/ 1º De Mayo, S/N|30006|Murcia, Región de|Murcia|APARCAMIENTO EN SUPERFICIE|-1.115224|37.987474|43.65
ES*REP*E5463*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Avenida Terra Cha, De, 164|27810|Galicia|Vilalba|APARCAMIENTO EN SUPERFICIE|-7.670673|43.294165|43.65
ES*REP*E5504*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Barrio Iturriotz, 11|48141|País Vasco|Dima|APARCAMIENTO EN SUPERFICIE|-2.765836|43.129298|7.36
ES*REP*E5626*1|REPSOL SOLUCIONES ENERGÉTICAS SA|N-121C, P.K. 10,00 D|31520|Navarra, Comunidad Foral de|Cascante|APARCAMIENTO EN SUPERFICIE|-1.676131|41.993068|43.65
ES*REP*E5507*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Avda De La Industria, 33|28760|Madrid, Comunidad de|Tres Cantos|APARCAMIENTO EN SUPERFICIE|-3.700777|40.613134|43.65
ES*REP*E5506*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Cl Carretera Picaña, 24|46900|Comunitat Valenciana|Torrent|APARCAMIENTO EN SUPERFICIE|-0.456419|39.439143|43.65
ES*REP*E5518*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Avenida Ricardo Carapeto S, N D|6008|Extremadura|Badajoz|APARCAMIENTO EN SUPERFICIE|-6.962094|38.878726|43.65
ES*REP*E5517*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Cl N.6-Sec.C Z.Franca-Mercab|8040|Cataluña|Barcelona|APARCAMIENTO EN SUPERFICIE|2.113973|41.328021|43.65
ES*REP*E5562*1|REPSOL SOLUCIONES ENERGÉTICAS SA|(Mg.De), 1, Cuv-8307, A-3, P.K. 186|16710|Castilla - La Mancha|Tébar|APARCAMIENTO EN SUPERFICIE|-2.158367|39.484349|100.00
ES*REP*E5557*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Glorieta Del Corregidor Sancho De Córdoba|28030|Madrid, Comunidad de|Madrid|APARCAMIENTO EN SUPERFICIE|-3.652067|40.407354|50.00
ES*REP*E5566*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C. De Villalpando, 13|49023|Castilla y León|Zamora|APARCAMIENTO EN SUPERFICIE|-5.74736|41.51141|43.65
ES*REP*E5567*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Cr N-240 P.K. 89,00 I|25001|Cataluña|Lleida|APARCAMIENTO EN SUPERFICIE|0.66291|41.610729|43.65
ES*REP*E5581*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Cr L-2F *Puente Tocinos*, 5|30006|Murcia, Región de|Murcia|APARCAMIENTO EN SUPERFICIE|-1.086493|37.998837|43.65
ES*REP*E5608*1|REPSOL SOLUCIONES ENERGÉTICAS SA|C.I.M. Valles, Parcela-13, S.N.|8130|Cataluña|Santa Perpètua de Mogoda|APARCAMIENTO EN SUPERFICIE|2.186993|41.539792|43.65
ES*REP*E5607*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Carr. D'ocaña, 24|3006|Comunitat Valenciana|Alicante/Alacant|APARCAMIENTO EN SUPERFICIE|-0.523203|38.344961|43.65
ES*REP*E5609*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Av Mogent, 3|8170|Cataluña|Montornès del Vallès|APARCAMIENTO EN SUPERFICIE|2.265386|41.548813|43.65
ES*REP*E5635*1|REPSOL SOLUCIONES ENERGÉTICAS SA|Avenida De Balsicas 64|30730|Murcia, Región de|San Javier|APARCAMIENTO EN SUPERFICIE|-0.843048|37.806216|43.65
