IdPuntoRecarga|Operador|Direccion|CodPostal|Provincia|Municipio|Localizacion|CoordenadaXDec|CoordenadaYDec|PotenciaMaxima
ES*ESX*E15900007181|ENDESA X WAY S.L.|Bamsa - Pg. De Gràcia, 08007 Barcelona, Spain|8007|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.164567|41.392675|22.00
ES*ESX*E15900001181|ENDESA X WAY S.L.|Plaça Plana, 08912 Badalona, Barcelona, Spain|8912|Barcelona|Badalona|APARCAMIENTO EN SUPERFICIE|2.245251|41.44728|22.00
ES*ESX*E15910005182|ENDESA X WAY S.L.|Bamsa - Rambla De Catalunya, 08007|8002|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.170431|41.38591|22.00
ES*ESX*E15910014181|ENDESA X WAY S.L.|Bamsa - Av. De Josep Tarradellas, 46, 08029|8029|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.142852|41.383892|22.00
ES*ESX*E15900024181|ENDESA X WAY S.L.|Bamsa - C/ De Casanova I Cruce Con C/ De|8036|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.153957|41.389398|22.00
ES*ESX*E120040631300071|ENDESA X WAY S.L.|Saba - Raval De Montserrat|8221|Barcelona|Terrassa|APARCAMIENTO EN SUPERFICIE|2.008781|41.563035|21.06
ES*ESX*E621080047100012|ENDESA X WAY S.L.|Mcdonalds - Carretera Vilaseca-Pineda 14|43480|Tarragona|Vila-seca|APARCAMIENTO EN SUPERFICIE|1.152766|41.106796|50.00
ES*ESX*E620200139300082|ENDESA X WAY S.L.|Parc Taulí, 9|8208|Barcelona|Sabadell|APARCAMIENTO EN SUPERFICIE|2.112276|41.556167|10.53
ES*ESX*E620090045000161|ENDESA X WAY S.L.|Parking Parkia Parc De Les Pruneres - Rambla|8100|Barcelona|Mollet del Vallès|APARCAMIENTO EN SUPERFICIE|2.216491|41.538189|7.40
ES*ESX*E619450553500141|ENDESA X WAY S.L.|Carretera De La Vall D'aran, 55|25595|Lleida|Llavorsí|APARCAMIENTO EN SUPERFICIE|1.208818|42.497502|21.06
ES*ESX*E619480510500222|ENDESA X WAY S.L.|Consum - C/ Ultònia, 11|17002|Girona|Girona|APARCAMIENTO EN SUPERFICIE|2.822808|41.978714|5.26
ES*ESX*E620050044800171|ENDESA X WAY S.L.|Parking Parkia Tomas Y Valiente - Plaça|8302|Barcelona|Mataró|APARCAMIENTO EN SUPERFICIE|2.439702|41.533221|7.40
ES*ESX*E20XM32T8KK3AR000571|ENDESA X WAY S.L.|Ajuntament De Ripoll Zona 3 - Passeig De La|17500|Girona|Ripoll|APARCAMIENTO EN SUPERFICIE|2.188464|42.199244|50.00
ES*ESX*E20XP22T3KK4AL011642|ENDESA X WAY S.L.|Consum - Carrer De Sant Joan D'en Coll|8243|Barcelona|Manresa|APARCAMIENTO EN SUPERFICIE|1.836021|41.730395|20.40
ES*ESX*E15830003181|ENDESA X WAY S.L.|Saba - Plaça Del Call, 17520 Puigcerdà,|17520|Girona|Puigcerdà|APARCAMIENTO EN SUPERFICIE|1.926413|42.433185|22.00
ES*ESX*E620090073400171|ENDESA X WAY S.L.|Fira Pabellon A - Avinguda Joan Carles I,|8908|Barcelona|L'Hospitalet de Llobregat|APARCAMIENTO EN SUPERFICIE|2.127707|41.353385|10.53
ES*ESX*E619240234900012|ENDESA X WAY S.L.|Hotel Felix - N-240, 17, 43800 Valls,|43800|Tarragona|Valls|APARCAMIENTO EN SUPERFICIE|1.248363|41.266939|50.00
ES*ESX*E120040631300022|ENDESA X WAY S.L.|Saba - Pl. D'urquinaona, 08010 Barcelona,|8010|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.173645|41.389607|22.00
ES*ESX*E620200139300041|ENDESA X WAY S.L.|Fira De Barcelona Montjuic-Carrer De Lleida,|8004|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.153834|41.374701|10.53
ES*ESX*E619480510500082|ENDESA X WAY S.L.|Parking Finestrelles Shopping Centre -|8950|Barcelona|Esplugues de Llobregat|APARCAMIENTO EN SUPERFICIE|2.098508|41.377315|21.06
ES*ESX*E08890012151|ENDESA X WAY S.L.|Bamsa - Av. Pau Casals S/N, 08970 Barcelona,|8021|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.143059|41.393705|7.40
ES*ESX*E15910022181|ENDESA X WAY S.L.|Bamsa - C/ De La Diputació|8009|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.16983|41.39243|21.06
ES*ESX*E15830002182|ENDESA X WAY S.L.|Bamsa - Carrer Del Comte D'urgell, 12, 08011|8011|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.162504|41.379442|22.00
ES*ESX*E619430442800161|ENDESA X WAY S.L.|Avinguda Diagonal, 593, 08014 Barcelona,|8014|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.130877|41.388686|7.40
ES*ESX*E15910015182|ENDESA X WAY S.L.|Bamsa - Carrer De Londres, 56, 08036|8036|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.147758|41.391072|22.00
ES*ESX*E15910017181|ENDESA X WAY S.L.|Bamsa - Rambla De Catalunya, 08007|8007|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.167363|41.38813|22.00
ES*ESX*E120080009900022|ENDESA X WAY S.L.|Saba - Plaça De L'hospital, 6, 17002 Girona,|17001|Girona|Girona|APARCAMIENTO EN SUPERFICIE|2.820441|41.981447|21.06
ES*ESX*E121130105200101|ENDESA X WAY S.L.|Plaça Del Penedès, 08720 Vilafranca Del|8720|Barcelona|Vilafranca del Penedès|APARCAMIENTO EN SUPERFICIE|1.698942|41.344199|22.00
ES*ESX*E120040631300051|ENDESA X WAY S.L.|Carrer Major, 24|8221|Barcelona|Terrassa|APARCAMIENTO EN SUPERFICIE|2.010205|41.561556|21.06
ES*ESX*E619430502900091|ENDESA X WAY S.L.|Fundacio Ampans-Carrer De Castelladral, 15|8243|Barcelona|Manresa|APARCAMIENTO EN SUPERFICIE|1.846389|41.740202|50.00
ES*ESX*E620050044800011|ENDESA X WAY S.L.|Parking Parkia - C/ Cal Gerrer|8191|Barcelona|Rubí|APARCAMIENTO EN SUPERFICIE|2.035363|41.489058|7.40
ES*ESX*E620090073400351|ENDESA X WAY S.L.|Petromiralles Santa Maria De Miralles - Ctra|8787|Barcelona|Santa Maria de Miralles|APARCAMIENTO EN SUPERFICIE|1.513471|41.491068|10.53
ES*ESX*E619450553500112|ENDESA X WAY S.L.|Automecanica Tuneu - Carrer Moià, 10|8183|Barcelona|Castellterçol|APARCAMIENTO EN SUPERFICIE|2.123411|41.750638|21.06
ES*ESX*E620220143000241|ENDESA X WAY S.L.|Giv-4035|17528|Girona|Saneja|APARCAMIENTO EN SUPERFICIE|1.906463|42.443736|10.53
ES*ESX*E20XM32T8KK3AR000382|ENDESA X WAY S.L.|Carretera Sant Hipòlit, 43|8500|Barcelona|Vic|APARCAMIENTO EN SUPERFICIE|2.252905|41.942042|50.00
ES*ESX*E620090073400102|ENDESA X WAY S.L.|Fira De Barcelona Montjuic-Carrer De Lleida,|8004|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.153849|41.374716|10.53
ES*ESX*E19XM32T8KK3AR000083|ENDESA X WAY S.L.|Bassacs Carretera, 114|8680|Barcelona|Gironella|APARCAMIENTO EN SUPERFICIE|1.883166|42.016693|41.46
ES*ESX*E20XM32T8KK3AR000713|ENDESA X WAY S.L.|Hostal Sant Marcal - Ctra. D'olot, Km 47|17170|Girona|Amer, Girona|APARCAMIENTO EN SUPERFICIE|2.592158|42.024152|21.06
ES*ESX*E619480528100053|ENDESA X WAY S.L.|Túnel De Sant Quirze, 08580, Barcelona, Spain|8580|Barcelona|Sant Quirze de Besora|APARCAMIENTO EN SUPERFICIE|2.222239|42.097104|21.06
ES*ESX*E619460527800172|ENDESA X WAY S.L.|Es Petromiralles - Carrer Tomàs Viladomiu,|8650|Barcelona|Sallent|APARCAMIENTO EN SUPERFICIE|1.899807|41.807199|50.00
ES*ESX*E619360384900192|ENDESA X WAY S.L.|Restaurant Torre Bonica - Carrer Del Camp De|17005|Girona|Girona|APARCAMIENTO EN SUPERFICIE|2.805979|41.956777|10.53
ES*ESX*E619360384900011|ENDESA X WAY S.L.|Carrer De Ponç De Castellví, 7|43100|Tarragona|Tarragona|APARCAMIENTO EN SUPERFICIE|1.188832|41.119684|3.94
ES*ESX*E620080044900421|ENDESA X WAY S.L.|Parking Parkia - Blas Infante|25001|Lleida|Lleida|APARCAMIENTO EN SUPERFICIE|0.628023|41.611981|7.40
ES*ESX*E20XP22T3KK4AL008592|ENDESA X WAY S.L.|Consum - Carrer Montecarlo, 16|8397|Barcelona|Pineda de Mar|APARCAMIENTO EN SUPERFICIE|2.668602|41.620633|20.40
ES*ESX*E620090073400382|ENDESA X WAY S.L.|Parking Finestrelles Shopping Centre -|8950|Barcelona|Esplugues de Llobregat|APARCAMIENTO EN SUPERFICIE|2.098418|41.377225|21.06
ES*ESX*E15900009181|ENDESA X WAY S.L.|Bamsa - Carrer De València, 77, 08015|8015|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.150278|41.383086|22.00
ES*ESX*E15830018181|ENDESA X WAY S.L.|Saba - Camí Ral De La Mercè, Pl. De Santa|8301|Barcelona|Mataró|APARCAMIENTO EN SUPERFICIE|2.444291|41.537195|22.00
ES*ESX*E620400353300011|ENDESA X WAY S.L.|Anpora Augusta - Via Augusta, 119, 08006|8006|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.145859|41.40038|22.00
ES*ESX*E15830021181|ENDESA X WAY S.L.|Saba - Travessera De Gràcia, 17, 08021|8021|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.14668|41.394407|22.00
ES*ESX*E20XP22T3KK4AL011181|ENDESA X WAY S.L.|Carrer Del Pintor Fuster, 83, 43205 Reus,|43205|Tarragona|Reus|APARCAMIENTO EN SUPERFICIE|1.112501|41.137745|22.00
ES*ESX*E20XM32T7KK4AR000332|ENDESA X WAY S.L.|Finca Torre D'en Roca - C16z De Sallent A|8650|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|1.876632|41.833074|50.00
ES*ESX*E621060047000061|ENDESA X WAY S.L.|Mcdonalds - Carretera Vilaseca-Pineda 14|43480|Tarragona|Vila-seca|APARCAMIENTO EN SUPERFICIE|1.152796|41.106766|50.00
ES*ESX*E619460544500022|ENDESA X WAY S.L.|Cees Ondina Del Segre - Carr. Seu D'urgell,|25740|Lleida|Ponts|APARCAMIENTO EN SUPERFICIE|1.19146|41.92066|50.00
ES*ESX*E621040447100051|ENDESA X WAY S.L.|Ajuntament Riba Roja Débre - Plaça De La|43790|Tarragona|Riba-roja d'Ebre|APARCAMIENTO EN SUPERFICIE|0.487733|41.250998|50.00
ES*ESX*E619360384900101|ENDESA X WAY S.L.|Hotel Park Puigcerda - Ctra. Nacional 260 Km|17520|Girona|Puigcerdà|APARCAMIENTO EN SUPERFICIE|1.923394|42.423356|21.06
ES*ESX*E619470528000053|ENDESA X WAY S.L.|Eess Amat Oil - C-243B|8739|Barcelona|Subirats|APARCAMIENTO EN SUPERFICIE|1.802521|41.426254|21.06
ES*ESX*E620050044800181|ENDESA X WAY S.L.|Parking Parkia Tomas Y Valiente - Plaça|8302|Barcelona|Mataró|APARCAMIENTO EN SUPERFICIE|2.439732|41.533251|7.40
ES*ESX*E619510543300061|ENDESA X WAY S.L.|Parking Parkia - Plaza Comercial|8003|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.18292|41.385787|7.40
ES*ESX*E619430502900073|ENDESA X WAY S.L.|Plaça Anselm Clave, 13|8734|Barcelona|Sant Miquel d'Olèrdola|APARCAMIENTO EN SUPERFICIE|1.72214|41.320939|21.06
ES*ESX*E120080009900072|ENDESA X WAY S.L.|Saba - Carrer De Siracusa, 39-51, 08012|8012|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.1608|41.4017|22.00
ES*ESX*E619510543300011|ENDESA X WAY S.L.|Parking Parkia - Plaza Comercial, S/N|8003|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.18295|41.385817|7.40
ES*ESX*E619240234900021|ENDESA X WAY S.L.|Petromiralles - Sant Vicenç Dels Horts,|8620|Barcelona|Sant Vicenç dels Horts|APARCAMIENTO EN SUPERFICIE|1.997271|41.402822|50.00
ES*ESX*E619360381600102|ENDESA X WAY S.L.|Carrer Josep Maria Sert|8500|Barcelona|Vic|APARCAMIENTO EN SUPERFICIE|2.260219|41.933226|10.53
ES*ESX*E15830009181|ENDESA X WAY S.L.|Saba - Travessera De Gràcia, 43, 08021|8021|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.148212|41.395422|22.00
ES*ESX*E15830020181|ENDESA X WAY S.L.|Saba - Av. De La Catedral, 08002 Barcelona,|8002|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.176547|41.385178|22.00
ES*ESX*E08890010151|ENDESA X WAY S.L.|Bamsa - Av. Pau Casals S/N, 08970 Barcelona,|8036|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.153077|41.393809|7.40
ES*ESX*E15900003182|ENDESA X WAY S.L.|Saba - Carrer De Colom, 2, 08201 Sabadell,|8201|Barcelona|Sabadell|APARCAMIENTO EN SUPERFICIE|2.105567|41.547031|22.00
ES*ESX*E08890009151|ENDESA X WAY S.L.|Bamsa - Av. De Pau Casals, S/N, 08021|8021|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.143108|41.393859|7.40
ES*ESX*E620470411800071|ENDESA X WAY S.L.|Carretera Lleida Puigcerdà Km 40|25737|Lleida|Cubells|APARCAMIENTO EN SUPERFICIE|0.957506|41.853385|50.00
ES*ESX*E619320365700021|ENDESA X WAY S.L.|Parking Neptú - C/ De Neptú, 6|8006|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.1553|41.3982|21.06
ES*ESX*E120040631300042|ENDESA X WAY S.L.|Saba - Plaça Soler I Carbonell, 08800|8800|Barcelona|Vilanova i la Geltrú|APARCAMIENTO EN SUPERFICIE|1.723386|41.222142|22.00
ES*ESX*E619360384900091|ENDESA X WAY S.L.|Clark Padel - Camí Del Mig, 92|8349|Barcelona|Cabrera de Mar|APARCAMIENTO EN SUPERFICIE|2.406253|41.523781|10.53
ES*ESX*E620480418800051|ENDESA X WAY S.L.|Mcdonalds - Carretera Accés Costa Brava, 148|17300|Girona|Blanes|APARCAMIENTO EN SUPERFICIE|2.774189|41.678252|50.00
ES*ESX*E620080044900431|ENDESA X WAY S.L.|Parking Parkia - C/ Ronda Dels Pinetons|8100|Barcelona|Mollet del Vallès|APARCAMIENTO EN SUPERFICIE|2.201665|41.544462|7.40
ES*ESX*E620200139300051|ENDESA X WAY S.L.|Rambla Nova, 65|8100|Barcelona|Mollet del Vallès|APARCAMIENTO EN SUPERFICIE|2.209532|41.540065|10.53
ES*ESX*E619320365700011|ENDESA X WAY S.L.|Parking Neptú - C/ De Neptú, 6|8006|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.155061|41.397857|21.06
ES*ESX*E620090073400302|ENDESA X WAY S.L.|Parking Finestrelles Shopping Centre -|8950|Barcelona|Esplugues de Llobregat|APARCAMIENTO EN SUPERFICIE|2.098448|41.377255|21.06
ES*ESX*E619100090400013|ENDESA X WAY S.L.|Concesionario Servisimó - Av. Europa, 11|25241|Lleida|Golmés|APARCAMIENTO EN SUPERFICIE|0.907859|41.626277|34.22
ES*ESX*E619260252700061|ENDESA X WAY S.L.|E.S. Petromiralles  -  Autovía A2, 0. Km 507|25300|Lleida|Tàrrega|APARCAMIENTO EN SUPERFICIE|1.133333|41.662636|50.00
ES*ESX*E620080044900461|ENDESA X WAY S.L.|Parking Clinica Corachan - Plaça De Manuel|8017|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.13026|41.393998|7.40
ES*ESX*E619510494700301|ENDESA X WAY S.L.|Avinguda Diagonal, 593, 08014 Barcelona,|8014|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.130892|41.388701|7.40
ES*ESX*E15900023182|ENDESA X WAY S.L.|Bamsa - Carrer Dels Àngels, 1, 08001|8001|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.168297|41.382216|22.00
ES*ESX*E15830006181|ENDESA X WAY S.L.|Saba Plaza P1036 - 1037 - Pl. De Catalunya,|17600|Girona|Figueres|APARCAMIENTO EN SUPERFICIE|2.96378|42.265959|22.00
ES*ESX*E21XP22T3KK4AM002662|ENDESA X WAY S.L.|Golf Vallromanes - Carrer De La Torre|8188|Barcelona|Vallromanes|APARCAMIENTO EN SUPERFICIE|2.2851|41.531931|22.00
ES*ESX*E619390361800241|ENDESA X WAY S.L.|Josel Corsega - C. De Còrsega, 344, 08037|8037|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.161233|41.397857|7.40
ES*ESX*E621030412700033|ENDESA X WAY S.L.|Club De Tenis Mollet - Camí Antic Calderí,|8100|Barcelona|Mollet del Vallès|APARCAMIENTO EN SUPERFICIE|2.209345|41.528394|21.06
ES*ESX*E619390361800231|ENDESA X WAY S.L.|Josel Corsega - C. De Còrsega, 344, 08037|8037|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.161203|41.397827|7.40
ES*ESX*E21XK11T2J03BB029871|ENDESA X WAY S.L.|Avinguda De Tarragona, 92, 08720 Vilafranca|8720|Barcelona|Vilafranca del Penedès|APARCAMIENTO EN SUPERFICIE|1.690155|41.339074|22.00
ES*ESX*E619460527800182|ENDESA X WAY S.L.|Hostal Mas Ferrer - Ctra. C-66 Km 41,8 Av.|17844|Girona|Cornellà del Terri|APARCAMIENTO EN SUPERFICIE|2.802563|42.094642|50.00
ES*ESX*E20XM32T7KK4AR000302|ENDESA X WAY S.L.|Camí Dels Carlins, 10, 17190 Salt, Girona,|17190|Girona|Salt|APARCAMIENTO EN SUPERFICIE|2.78265|41.966415|40.00
ES*ESX*E21XP22T3KK4AM000072|ENDESA X WAY S.L.|Parking Saba Hospital Sant Pau - Carrer Del|8025|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.171829|41.413852|22.00
ES*ESX*E20XM32T8KK4AR000183|ENDESA X WAY S.L.|Carrer Del Comte De Rius, 43360, Tarragona,|43360|Tarragona|Cornudella de Montsant|APARCAMIENTO EN SUPERFICIE|0.906314|41.261737|43.00
ES*ESX*E619390361800211|ENDESA X WAY S.L.|Josel Corsega - C. De Còrsega, 344, 08037|8037|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.161263|41.397887|7.40
ES*ESX*E120380335800011|ENDESA X WAY S.L.|Anpora - Via Augusta, 23, 08006 Barcelona,|8006|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.1543|41.397045|7.40
ES*ESX*E20XM32T8KK3AR000373|ENDESA X WAY S.L.|Fonda Marina - Carrer Camí Ral, 151, 08390|8390|Barcelona|Montgat|APARCAMIENTO EN SUPERFICIE|2.289598|41.470172|43.00
ES*ESX*E619390361800111|ENDESA X WAY S.L.|Josel Corsega - C. De Còrsega, 344, 08037|8037|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.161113|41.397737|7.40
ES*ESX*E619430442800291|ENDESA X WAY S.L.|Via Augusta, 349, 08017 Barcelona, Spain|8017|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.120776|41.401637|7.40
ES*ESX*E20XP22T3KK4AL011391|ENDESA X WAY S.L.|Golf Sant Cugat - Carrer De Villà, 79, 08173|8173|Barcelona|Sant Cugat del Vallès|APARCAMIENTO EN SUPERFICIE|2.076862|41.462673|22.00
ES*ESX*E20XM32T7KK4AR002071|ENDESA X WAY S.L.|Mcdonalds - N-340, 145, 08960 Sant Just|8960|Barcelona|Sant Just Desvern|APARCAMIENTO EN SUPERFICIE|2.066237|41.379525|50.00
ES*ESX*E20XM32T8KK4AR000031|ENDESA X WAY S.L.|C-13, 131, 25594 Rialp, Lérida, Spain|25594|Lleida|Rialp|APARCAMIENTO EN SUPERFICIE|1.130524|42.437338|50.00
ES*ESX*E619430442800151|ENDESA X WAY S.L.|Via Augusta, 349, 08017 Barcelona, Spain|8017|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.120822|41.40164|7.40
ES*ESX*E21XK11T2J03BB028531|ENDESA X WAY S.L.|Carrer De La Ciutat D'asuncion, 34, 08030|8030|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.200143|41.44156|2.30
ES*ESX*E19XP22T3KK4AZ009452|ENDESA X WAY S.L.|Fira Pabellon 4 - Av. Joan Carles I, 64,|8908|Barcelona|L'Hospitalet de Llobregat|APARCAMIENTO EN SUPERFICIE|2.12949|41.356481|22.00
ES*ESX*E121470454700011|ENDESA X WAY S.L.|Saba - Travessera De Gràcia, 17, 08021|8021|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.146437|41.394372|22.00
ES*ESX*E619430442800031|ENDESA X WAY S.L.|Via Augusta, 349, 08017 Barcelona, Spain|8017|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.120766|41.401645|7.40
ES*ESX*E21XP22T3KK4AM002691|ENDESA X WAY S.L.|Ajuntament De Campelles - Carrer De Dalt,|17534|Girona|Campelles|APARCAMIENTO EN SUPERFICIE|2.139885|42.295709|22.00
ES*ESX*E20XM32T7KK3AR001102|ENDESA X WAY S.L.|Hotel Restaurante Can Panyella - Camí Can|8790|Barcelona|Gelida|APARCAMIENTO EN SUPERFICIE|1.86621|41.446107|50.00
ES*ESX*E621040447100101|ENDESA X WAY S.L.|Carrer Dels Cires, 18, 08811 Canyelles,|8811|Barcelona|Canyelles|APARCAMIENTO EN SUPERFICIE|1.723901|41.284075|50.00
ES*ESX*E616480349500181|ENDESA X WAY S.L.|Josel - Passeig De Sant Gervasi, 51, 08022|8022|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.13752|41.410591|7.40
ES*ESX*E20XP22T3KK4AL011522|ENDESA X WAY S.L.|Consum - Carrer Mossèn Jacint Verdaguer,|17800|Girona|Olot|APARCAMIENTO EN SUPERFICIE|2.497409|42.186143|22.00
ES*ESX*E21XP22T3KK4AM002792|ENDESA X WAY S.L.|B&B Hotrel Gerona - C/ De Miquel Martí I|17190|Girona|Salt|APARCAMIENTO EN SUPERFICIE|2.783767|41.967329|22.00
ES*ESX*E619390361800251|ENDESA X WAY S.L.|Josel Corsega - C. De Còrsega, 344, 08037|8037|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.161293|41.397917|7.40
ES*ESX*E21XK11T2J03BB029881|ENDESA X WAY S.L.|Avinguda De Tarragona, 92, 08720 Vilafranca|8720|Barcelona|Vilafranca del Penedès|APARCAMIENTO EN SUPERFICIE|1.690155|41.339074|22.00
ES*ESX*E620470407100061|ENDESA X WAY S.L.|Ajuntament De Gimenells - Carrer Parc, 4,|25112|Lleida|Gimenells|APARCAMIENTO EN SUPERFICIE|0.388631|41.652912|50.00
ES*ESX*E619470528000083|ENDESA X WAY S.L.|Hotel Restaurant Bon Retorn - Avinguda De|17600|Girona|Figueres|APARCAMIENTO EN SUPERFICIE|2.970678|42.243736|21.06
ES*ESX*E19XP22T3KK4AZ008542|ENDESA X WAY S.L.|Fira Pabellon 4 - Av. Joan Carles I, 64,|8908|Barcelona|L'Hospitalet de Llobregat|APARCAMIENTO EN SUPERFICIE|2.129388|41.356627|22.00
ES*ESX*E20XM32T8KK3AR000592|ENDESA X WAY S.L.|Miami Sant Carles - Passeig Marítim, 18|43540|Tarragona|La Ràpita|APARCAMIENTO EN SUPERFICIE|0.590008|40.61361|50.00
ES*ESX*E121470454700071|ENDESA X WAY S.L.|Av. De Josep Tarradellas, 139, 08029|8029|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.14327|41.390191|22.00
ES*ESX*E121470454700031|ENDESA X WAY S.L.|Saba - Travessera De Gràcia, 17, 08021|8021|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.146467|41.394392|22.00
ES*ESX*E619060047100021|ENDESA X WAY S.L.|Anpora - Carrer De Roger De Flor, 148, 08013|8013|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.175489|41.396968|7.40
ES*ESX*E621060047000023|ENDESA X WAY S.L.|Carrer Queralt, Borredà, 08619, Barcelona,|8619|Barcelona|Borredà|APARCAMIENTO EN SUPERFICIE|1.993025|42.134784|43.00
ES*ESX*E21XP22T3KKJAK005552|ENDESA X WAY S.L.|Passeig Dels Països Catalans, 192, 17190|17190|Girona|Salt|APARCAMIENTO EN SUPERFICIE|2.78724|41.972292|22.00
ES*ESX*E19XP22T3KK4AZ009512|ENDESA X WAY S.L.|Hotel Ciutat De Granollers - Carrer Turo|8402|Barcelona|Granollers|APARCAMIENTO EN SUPERFICIE|2.295992|41.600906|22.00
ES*ESX*E19XM32T8KK3AR000551|ENDESA X WAY S.L.|Mcdonalds - Carrer Del Migjorn, 14, 08320 El|8320|Barcelona|El Masnou|APARCAMIENTO EN SUPERFICIE|2.339793|41.484881|50.00
ES*ESX*E19XP22T3KK4AD005042|ENDESA X WAY S.L.|Carrer De La Feixa Llarga, S/N|8907|Barcelona|L'Hospitalet de Llobregat|APARCAMIENTO EN SUPERFICIE|2.105895|41.344389|22.00
ES*ESX*E619470510200372|ENDESA X WAY S.L.|Carrer Unica-Lladrós, 134, 25576 Lladrós,|25577|Lleida|Tavascan|APARCAMIENTO EN SUPERFICIE|1.257309|42.644508|10.53
ES*ESX*E619430442800021|ENDESA X WAY S.L.|Via Augusta, 349, 08017 Barcelona, Spain|8017|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.120846|41.401624|7.40
ES*ESX*E620480418800073|ENDESA X WAY S.L.|Ajuntament De Gimenells - Carrer Parc, 4,|25112|Lleida|Gimenells|APARCAMIENTO EN SUPERFICIE|0.388661|41.652942|43.00
ES*ESX*E19XP22T3KK4AZ009811|ENDESA X WAY S.L.|Fira Pabellon 4- Av. Joan Carles I, 64,|8908|Barcelona|L'Hospitalet de Llobregat|APARCAMIENTO EN SUPERFICIE|2.129309|41.35659|22.00
ES*ESX*E19XP22T3KK4AZ009431|ENDESA X WAY S.L.|Fira Pabellon 4 - Av. Joan Carles I, 64,|8908|Barcelona|L'Hospitalet de Llobregat|APARCAMIENTO EN SUPERFICIE|2.129739|41.356309|22.00
ES*ESX*E620220143000431|ENDESA X WAY S.L.|Passeig Del Vint-I-Dos De Juliol, Terrassa,|8226|Barcelona|Terrassa|APARCAMIENTO EN SUPERFICIE|2.02224|41.569655|22.00
ES*ESX*E20XM32T7KK4AR002032|ENDESA X WAY S.L.|Tennis Valldoreix - Carrer Goya, S/N, 08197|8197|Barcelona|Sant Cugat del Vallès|APARCAMIENTO EN SUPERFICIE|2.055897|41.450247|50.00
ES*ESX*E619390361800221|ENDESA X WAY S.L.|Josel Corsega - C. De Còrsega, 344, 08037|8037|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.161173|41.397797|7.40
ES*ESX*E620470411800142|ENDESA X WAY S.L.|Ayuntamiento Del Serral - Carrer Patufet,|43424|Tarragona|Sarral|APARCAMIENTO EN SUPERFICIE|1.249184|41.446734|50.00
ES*ESX*E619390361800121|ENDESA X WAY S.L.|Josel Corsega - C. De Còrsega, 344, 08037|8037|Barcelona|Barcelona|APARCAMIENTO EN SUPERFICIE|2.161143|41.397767|7.40
